gsm,description,treatment_protocol_ch1,treatment_protocol_ch2,extract_protocol_ch1,extract_protocol_ch2
GSM925253,total RNA (ribosomal RNA removed);	0.1_2Gy_1h_B_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925254,total RNA (ribosomal RNA removed);	0.1_2Gy_1h_C_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925255,total RNA (ribosomal RNA removed);	0.1_2Gy_2h_A_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925256,total RNA (ribosomal RNA removed);	0.1_2Gy_2h_B_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925257,total RNA (ribosomal RNA removed);	0.1_2Gy_2h_C_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925258,total RNA (ribosomal RNA removed);	0.1_2Gy_4h_A_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925259,total RNA (ribosomal RNA removed);	0.1_2Gy_4h_B_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925260,total RNA (ribosomal RNA removed);	0.1_2Gy_4h_C_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925261,total RNA (ribosomal RNA removed);	0.1_2Gy_8h_A_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925262,total RNA (ribosomal RNA removed);	0.1_2Gy_8h_B_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925263,total RNA (ribosomal RNA removed);	0.1_2Gy_8h_C_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925264,total RNA (ribosomal RNA removed);	0_2Gy_1h_A_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925265,total RNA (ribosomal RNA removed);	0_2Gy_1h_B_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925266,total RNA (ribosomal RNA removed);	0_2Gy_1h_C_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925267,total RNA (ribosomal RNA removed);	0_2Gy_2h_A_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925268,total RNA (ribosomal RNA removed);	0_2Gy_2h_B_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925269,total RNA (ribosomal RNA removed);	0_2Gy_4h_A_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925270,total RNA (ribosomal RNA removed);	0_2Gy_4h_B_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925271,total RNA (ribosomal RNA removed);	0_2Gy_4h_C_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925272,total RNA (ribosomal RNA removed);	0_2Gy_8h_A_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925273,total RNA (ribosomal RNA removed);	0_2Gy_8h_B_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925274,total RNA (ribosomal RNA removed);	0_2Gy_8h_C_(HuGene-1_0-st-v1).CEL,Cells were exposed to a challenging dose of 2 Gy of X-rays (160 kVp) 4 hours after receiving a sham exposure (0 Gy) or an adaptive dose of 0.1 Gy.,,Extraction of total RNA was performed according to the manufacturer's instructions. An initial step to remove ribosomal RNA was used to minimize background and to increase detection sensitivity and specificity.  Ribosomal RNA subtraction was conducted using a protocol that was modified by Affymetrix for the RiboMinus Transcriptome Kit (Invitrogen).,
GSM925275,,No treatment was done with either CD8+ in vitro-derived cells or thymocytes.,No treatment was done with either CD8+ in vitro-derived cells or thymocytes.,Total RNA extracted using Trizol following manufacturer's instructions,Total RNA extracted using Trizol following manufacturer's instructions
GSM925276,,No treatment was done with either CD8+ in vitro-derived cells or thymocytes.,No treatment was done with either CD8+ in vitro-derived cells or thymocytes.,Total RNA extracted using Trizol following manufacturer's instructions,Total RNA extracted using Trizol following manufacturer's instructions
GSM925277,,No treatment was done with either CD8+ in vitro-derived cells or thymocytes.,No treatment was done with either CD8+ in vitro-derived cells or thymocytes.,Total RNA extracted using Trizol following manufacturer's instructions,Total RNA extracted using Trizol following manufacturer's instructions
GSM925278,,No treatment was done with either CD8+ in vitro-derived cells or thymocytes.,No treatment was done with either CD8+ in vitro-derived cells or thymocytes.,Total RNA extracted using Trizol following manufacturer's instructions,Total RNA extracted using Trizol following manufacturer's instructions
GSM925281,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925282,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925283,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925284,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925285,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925286,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925287,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925288,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925289,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925290,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925291,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925292,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925293,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925294,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925295,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925296,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925297,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925298,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925299,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925300,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925301,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925302,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925303,Antibody in CSF.;	We used a CAMAG Automatic TLC Sampler (ATS4) robot to spray 200nl of 10 to 100 pmol of lipids onto PVDF membranes affixed to the surface of microscope slides.,,,All human CSF samples were collected by lumbar puncture and used under protocols approved by the Institutional Review Boards of the Karolinska Institute and Stanford University.,
GSM925439,Biological replicate 1 of 4. Compression xylem vs. opposite xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
GSM925440,Biological replicate 2 of 4. Compression xylem vs. opposite xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
GSM925441,Biological replicate 3 of 4. Compression xylem vs. opposite xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
GSM925442,Biological replicate 4 of 4. Compression xylem vs. opposite xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
GSM925443,Biological replicate 1 of 4. Dye-Swap. Opposite xylem vs. compression xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
GSM925444,Biological replicate 2 of 4. Dye-Swap. Opposite xylem vs. compression xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
GSM925445,Biological replicate 3 of 4. Dye-Swap. Opposite xylem vs. compression xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
GSM925446,Biological replicate 4 of 4. Dye-Swap. Opposite xylem vs. compression xylem,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,Compression wood was induced by bending the stem at an angle of 45° away from the vertical during two months.,"Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116","Total RNA was isolated following the method of Chang S et al. Plant Mol Biol Rep 1993, 11:113–116"
GSM925473,M5311-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925474,F4666-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925475,F4656-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925476,F4656-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925477,F5302-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925478,M5311-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925479,F4630-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925480,F5302-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925481,M5286-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925482,F5302-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925483,M5239-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925484,M5260-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925485,M5239-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925486,M5277-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925487,M4679-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925488,F5284-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925489,M4640-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925490,M5239-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925491,M5277-liver-Resolved,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925492,M4657-liver-Uninfected,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
GSM925493,M5235-liver-Chronic,,,"Total RNA was isolated from liver tissues using the QIAamp RNA Blood Mini Kit (Qiagen Inc., Valencia, CA). 10 μg of total RNA isolated were reverse-transcribed using SuperScript double-stranded cDNA synthesis kit (Invitrogen, Inc., Calsbad, CA).",
