description,treatment_protocol_ch1,treatment_protocol_ch2,extract_protocol_ch1,extract_protocol_ch2
"X934_E.CEL;	Pool of 8-15 individuals from an inbred line derived from a natural population in Raleigh, North Carolina (kindly provided by the laboratory of Dr. Trudy F. C. Mackay, NC State University)","Prior to injection, the bacterial culture was grown in LB broth + streptomycin (100µg/ml) from a single colony of a streptomycin resistant strain of Escherichia coli until OD600 reached 1.0 ± 0.1 (Beckman DU-65 Spectrophotometer, Beckman, Fullerton, CA, USA), corresponding to a final concentration of approximately 5.5x10^8 colony forming units/ml.  The bacterial solution was then loaded into pulled-glass capillary needles.  Bacteria-filled capillary needles were connected to an Eppendorf Femtojet microinjector (Eppendorf, Westbury, NY, USA) and flies were injected with the same volume of E. coli in the abdomen (microinjector settings: injection pressure = 0.46, injection time = 0.2s, and compensation pressure = 0.20) or were sham-injected with sterile Ringer's solution. Bacterially infected and sham-injected flies from each of the lines at each time point were frozen at -80°C six hours post-injection",,"Total RNA was extracted using the TRIzol extraction method, followed by an RNeasy cleanup, according to the manufacturer’s instructions (Invitrogen/Qiagen).",
"X935_E.CEL;	Pool of 8-15 individuals from an inbred line derived from a natural population in Raleigh, North Carolina (kindly provided by the laboratory of Dr. Trudy F. C. Mackay, NC State University)","Prior to injection, the bacterial culture was grown in LB broth + streptomycin (100µg/ml) from a single colony of a streptomycin resistant strain of Escherichia coli until OD600 reached 1.0 ± 0.1 (Beckman DU-65 Spectrophotometer, Beckman, Fullerton, CA, USA), corresponding to a final concentration of approximately 5.5x10^8 colony forming units/ml.  The bacterial solution was then loaded into pulled-glass capillary needles.  Bacteria-filled capillary needles were connected to an Eppendorf Femtojet microinjector (Eppendorf, Westbury, NY, USA) and flies were injected with the same volume of E. coli in the abdomen (microinjector settings: injection pressure = 0.46, injection time = 0.2s, and compensation pressure = 0.20) or were sham-injected with sterile Ringer's solution. Bacterially infected and sham-injected flies from each of the lines at each time point were frozen at -80°C six hours post-injection",,"Total RNA was extracted using the TRIzol extraction method, followed by an RNeasy cleanup, according to the manufacturer’s instructions (Invitrogen/Qiagen).",
"X936_E.CEL;	Pool of 8-15 individuals from an inbred line derived from a natural population in Raleigh, North Carolina (kindly provided by the laboratory of Dr. Trudy F. C. Mackay, NC State University)","Prior to injection, the bacterial culture was grown in LB broth + streptomycin (100µg/ml) from a single colony of a streptomycin resistant strain of Escherichia coli until OD600 reached 1.0 ± 0.1 (Beckman DU-65 Spectrophotometer, Beckman, Fullerton, CA, USA), corresponding to a final concentration of approximately 5.5x10^8 colony forming units/ml.  The bacterial solution was then loaded into pulled-glass capillary needles.  Bacteria-filled capillary needles were connected to an Eppendorf Femtojet microinjector (Eppendorf, Westbury, NY, USA) and flies were injected with the same volume of E. coli in the abdomen (microinjector settings: injection pressure = 0.46, injection time = 0.2s, and compensation pressure = 0.20) or were sham-injected with sterile Ringer's solution. Bacterially infected and sham-injected flies from each of the lines at each time point were frozen at -80°C six hours post-injection",,"Total RNA was extracted using the TRIzol extraction method, followed by an RNeasy cleanup, according to the manufacturer’s instructions (Invitrogen/Qiagen).",
"X937_E.CEL;	Pool of 8-15 individuals from an inbred line derived from a natural population in Raleigh, North Carolina (kindly provided by the laboratory of Dr. Trudy F. C. Mackay, NC State University)","Prior to injection, the bacterial culture was grown in LB broth + streptomycin (100µg/ml) from a single colony of a streptomycin resistant strain of Escherichia coli until OD600 reached 1.0 ± 0.1 (Beckman DU-65 Spectrophotometer, Beckman, Fullerton, CA, USA), corresponding to a final concentration of approximately 5.5x10^8 colony forming units/ml.  The bacterial solution was then loaded into pulled-glass capillary needles.  Bacteria-filled capillary needles were connected to an Eppendorf Femtojet microinjector (Eppendorf, Westbury, NY, USA) and flies were injected with the same volume of E. coli in the abdomen (microinjector settings: injection pressure = 0.46, injection time = 0.2s, and compensation pressure = 0.20) or were sham-injected with sterile Ringer's solution. Bacterially infected and sham-injected flies from each of the lines at each time point were frozen at -80°C six hours post-injection",,"Total RNA was extracted using the TRIzol extraction method, followed by an RNeasy cleanup, according to the manufacturer’s instructions (Invitrogen/Qiagen).",
"X938_E.CEL;	Pool of 8-15 individuals from an inbred line derived from a natural population in Raleigh, North Carolina (kindly provided by the laboratory of Dr. Trudy F. C. Mackay, NC State University)","Prior to injection, the bacterial culture was grown in LB broth + streptomycin (100µg/ml) from a single colony of a streptomycin resistant strain of Escherichia coli until OD600 reached 1.0 ± 0.1 (Beckman DU-65 Spectrophotometer, Beckman, Fullerton, CA, USA), corresponding to a final concentration of approximately 5.5x10^8 colony forming units/ml.  The bacterial solution was then loaded into pulled-glass capillary needles.  Bacteria-filled capillary needles were connected to an Eppendorf Femtojet microinjector (Eppendorf, Westbury, NY, USA) and flies were injected with the same volume of E. coli in the abdomen (microinjector settings: injection pressure = 0.46, injection time = 0.2s, and compensation pressure = 0.20) or were sham-injected with sterile Ringer's solution. Bacterially infected and sham-injected flies from each of the lines at each time point were frozen at -80°C six hours post-injection",,"Total RNA was extracted using the TRIzol extraction method, followed by an RNeasy cleanup, according to the manufacturer’s instructions (Invitrogen/Qiagen).",
SAMPLE 5;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 6;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 7;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 8;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 9;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 10;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 11;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 12;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 17;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 18;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 19;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 20;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 21;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 22;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 23;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 24;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 25;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 26;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 27;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 28;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 29;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 30;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 35;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 36;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 37;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 38;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 39;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 40;	replicate 2,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 41;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 42;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 43;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 44;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 45;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 46;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 47;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
SAMPLE 48;	replicate 1,,,"The RNA was isolated using RNeasy Mini Kit (Quiagen), and DNase digestion  (RNase-free DNase Set, Quiagen) has been applied on the columns during  isolation.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
normalized data is based on two replicates represented as SAMPLE 11 and SAMPLE 38 in the non-normalized.txt raw data file,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
normalized data is based on two replicates represented as SAMPLE 24 and SAMPLE 39 in the non-normalized.txt raw data file,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
normalized data is based on two replicates represented as SAMPLE 30 and SAMPLE 40 in the non-normalized.txt raw data file,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,,,"RNA extraction was completed using the TRIzol protocol or the MagMax-96 for Microarray kit following the manufacturers’ instructions. The TURBO DNase treatment or RNeasy kit in conjunction with the RNase-Free DNase Set was used to further purify the initial RNA isolation according to the manufacturer’s recommendations. The DNA-free RNA isolations with ABS 260/280 ratios above 1.7 and two distinct peaks representing the 18S and 28S ribosomal RNA and minimal background banding, were selected for analysis.",
,Cells were differentiated in culture along the hematopoietic lineage.  Cells from distinct differentiation stages were collected and RNA prepared.,,Trizol was used for RNA isolation,
,Cells were differentiated in culture along the hematopoietic lineage.  Cells from distinct differentiation stages were collected and RNA prepared.,,Trizol was used for RNA isolation,
,Cells were differentiated in culture along the hematopoietic lineage.  Cells from distinct differentiation stages were collected and RNA prepared.,,Trizol was used for RNA isolation,
,Cells were differentiated in culture along the hematopoietic lineage.  Cells from distinct differentiation stages were collected and RNA prepared.,,Trizol was used for RNA isolation,
,Cells were differentiated in culture along the hematopoietic lineage.  Cells from distinct differentiation stages were collected and RNA prepared.,,Trizol was used for RNA isolation,
,Cells were differentiated in culture along the hematopoietic lineage.  Cells from distinct differentiation stages were collected and RNA prepared.,,Trizol was used for RNA isolation,
"L1;	Biological replicate 1 of 2. Larvae, harvested after 4 days post infestation.",,,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.
"L1R;	Technical replicate of biological replicate 1. Larvae, harvested after 4 days post infestation.",,,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.
"L2;	Biological replicate 2 of 2. Larvae, harvested after 4 days post infestation.",,,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.
"L2R;	Technical replicate of biological replicate 2. Larvae, harvested after 4 days post infestation.",,,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.
"N1;	Biological replicate 1 of 2. Nymph, harvested after 7 days post infestation.",,,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.,Total RNA was isolated according to manufacturer’s guidelines for TRI REAGENT.
