key,KEY CLASS,class,probability,age,(years),diagnosis,gestational,(yrs),culture,onset,(in,surgery,death,time,days,(months),diet,blood,tissue,sample,group,sampling,donor,day),birth),treatment,draw,maternal,cell,start,(y),(yr),(year),patient,epilepsy,experiment,(range),withdrawal,(days),ffpe,pig,years,"weeks,","days,",week,hours,old,day,76,3,68,65,na,66,67,28,56,2,8,19,61,54,57,5,49,39,64,69,58,53,30,17,59,26,73,48,38,24,55,43,11,71,78
age months,age,age,0.999625,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vitis (41528 population) - age,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age (at the end of treatment),age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021806854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
estimated age,age,age,0.999999,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791571,0,0,0,1.095173658,0,1.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,0,0,0,0,0,0
age harvested (days),age,age,0.999999,3.381583576,0,0,0,0,0,0,0,0,0,0,1.059096176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.036837376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02970297,0,0,0,0,0,1.025927809,0,0,0,0,0
age of mice (wk),age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age at surgery,age,age,0.999999,3.381583576,0,0,0,0,0,0,0,1.053040103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124419205,0,1.052999418,0,0,0,0,0,0,1.052999418,0,0,0,0,0,0,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022815804,0
age in days at diagnosis,age,age,1,3.381583576,0,1.152198454,0,0,0,0,0,0,0,0,1.059096176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,1.051347229,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,1.028380634,0,0,0,0,0,0,0,0
age of sampling,age,age,0.999998,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025516403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.211468499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mean age in days,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,1.059096176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fetus age,age,age,0.999997,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124419205,0,1.052999418,0,0,0,0,1.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022815804,0,0
age (weeks of gestation),age,age,0.999999,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.043908472,0,0,0,0,0,0,0,0,0,0,0,1.02970297,0,0,0,0,0,0,0,0,0,0,0
age/weight,age,age,0.999968,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02970297,0,0,0,0,0,0,0,0,0,0,0
gestional age,age,age,0.999961,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124419205,0,1.052999418,0,0,0,0,0,0,0,0,0,0,0,0,0,1.046738572,0,0,0,0,0,0,0,0,0,0,0,0,1.02970297,0,0,0,0,0,0,0,0,0,0,0
serum culture age,age,age,0.994191,3.381583576,0,0,0,0,1.074119077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791571,0,0,0,1.095173658,0,0,0,0,0,0,0,0,0,0,1.046738572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age post partum,age,age,0.999999,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791571,0,0,0,1.095173658,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,1.043908472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025927809,0,0,0,0,0
age at sacrifice,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052999418,0,1.06864564,0,0,0,0,0,0,0,0,0,0,0,0,1.043908472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mother's age (years),age,age,1,3.381583576,1.157148514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,1.046738572,1.043908472,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028380634,0,0,0,0,0,0,0,0,0
postnatal age,age,age,0.999868,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.211468499,0,1.19791571,0,0,0,1.095173658,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,1.02970297,0,0,0,0,1.026194145,0,0,0,0,0,0
gender and age,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06864564,0,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plant age,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791571,0,0,1.06864564,1.095173658,0,1.058823529,0,0,0,0,0,1.050639955,0,1.047175306,1.046738572,1.043908472,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,0,0,0,0,0,0
age (in days post-partum),age,age,1,3.381583576,0,0,0,0,0,0,1.035921205,0,0,0,1.059096176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02970297,0,0,0,0,0,0,0,0,0,0,0
age at harvest,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052999418,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
proband age,age,age,0.999997,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.211468499,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,1.026194145,0,0,0,0,0,0
age_at_blooddraw,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052415211,0,0,0,0,0,0,0,0,1.020134228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,1.046738572,1.043908472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell culture age,age,age,0.999999,3.381583576,0,0,0,0,1.074119077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025516403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791571,1.052999418,0,0,1.095173658,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,1.035527082,0,0,0,0,0,0,0,0,0,0,0,0,0
culture age,age,age,1,3.381583576,0,0,0,0,1.074119077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791571,1.052999418,0,0,1.095173658,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,1.035527082,0,0,0,0,0,0,0,0,0,0,0,0,0
biofilm age,age,age,0.999439,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,1.025927809,0,0,0,0,0
age of epilepsy duration (yr),age,age,0.999917,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02712161,0,0,1.018372703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoechst- (viable) cells. age,age,age,0.999997,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025516403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791571,0,0,0,1.095173658,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age of plants,age,age,0.999998,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.211468499,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age of mouse,age,age,0.999974,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124419205,1.19791571,1.052999418,0,0,1.095173658,0,1.058823529,0,0,1.051609607,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age (in years),age,age,0.999994,3.381583576,0,0,0,0,0,0,1.035921205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,1.050639955,0,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,1.028380634,0,0,0,0,0,0,0,0,0
age at collection months,age,age,0.999999,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,1.036592681,0,0,0,0,0,0,0,0,0,0,0,0,1.025927809,0,0,0,0,0
donor age (y),age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028624192,0,0,0,0,0,0,0,1.027166882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,1.050639955,0,1.047175306,1.046738572,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,1.025927809,0,0,0,0,0
age (weeks),age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,0,0,0,0,0,0,0,0,1.02970297,0,1.028380634,0,0,0,0,0,0,0,0,0
age at examination,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,1.050639955,0,1.047175306,1.046738572,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,1.028380634,0,0,0,0,0,0,0,0,0
maternal age (year),age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02712161,0,0,0,0,1.035921205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025927809,0,0,0,0,0
age of gestation,age,age,0.999996,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124419205,0,1.052999418,0,0,0,0,0,0,0,0,0,0,1.050639955,0,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ageatdraw,age,age,0.999916,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020134228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,1.050639955,0,1.047175306,1.046738572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026194145,0,0,0,0,0,0
age of the clone,age,age,0.999999,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025927809,0,0,0,0,0
paternal age,age,age,0.999994,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028380634,0,0,0,0,0,0,0,0,0
gestational age (w+d),age,age,0.999997,3.381583576,0,0,1.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age group (years),age,age,0.999995,3.381583576,1.157148514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028624192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
treatment age,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021806854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791571,0,0,0,1.095173658,0,1.058823529,0,0,1.051609607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age of rat,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,0,0,0,0,0,0
mouse age,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124419205,1.19791571,1.052999418,0,0,1.095173658,0,1.058823529,0,0,0,0,0,0,1.048590282,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age at biopsy,age,age,0.99996,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.211468499,0,0,0,0,0,0,1.061454891,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
animal age,age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124419205,1.19791571,1.052999418,0,0,1.095173658,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,0,0,0,0,0,0
age in years,age,age,0.999999,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,0,0,1.024595081,0,0,0
current age (2007),age,age,0.999994,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,1.051609607,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,1.025927809,0,0,0,0,0
maternal age (yrs),age,age,0.999682,3.381583576,0,0,0,1.097286028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02712161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,1.050639955,0,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age at sacrifice (days),age,age,0.999893,3.381583576,0,0,0,0,0,0,0,0,0,0,1.059096176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.036837376,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gestational age (wk),age,age,1,3.381583576,0,0,1.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026194145,0,0,0,0,0,0
gestational age,age,age,0.999875,3.381583576,0,0,1.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,0,1.046738572,0,0,0,0,0,0,1.036535859,0,0,0,0,0,0,0,0,0,0,1.026194145,0,0,0,0,0,0
age at collection,age,age,0.999997,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124419205,0,1.052999418,0,0,0,0,1.058823529,0,1.052999418,0,0,0,0,0,0,1.046738572,0,0,1.038443284,0,1.038443284,0,0,0,0,1.035527082,1.035527082,0,0,0,0,0,0,1.026194145,0,0,0,0,0,0
age of woman [years],age,age,1,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,1.026194145,0,0,0,0,0,0
gestational age (wks),age,age,0.999985,3.381583576,0,0,1.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,0,1.046738572,0,0,0,0,0,0,1.036535859,0,0,0,0,0,0,0,0,0,0,1.026194145,0,0,1.024595081,0,1.022815804,0
age at 1st diagnosis,age,age,1,3.381583576,0,1.152198454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,1.036535859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diagnosis age,age,age,0.999997,3.381583576,0,1.152198454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,0,0,0,0,1.038443284,0,1.038443284,1.036592681,1.036535859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age time point,age,age,0.999996,3.381583576,0,0,0,0,0,0,0,0,0,1.040103493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,0,0,0,1.050639955,0,1.047175306,1.046738572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse model age,age,age,0.999994,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052999418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taqman pool by age,age,age,0.999743,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age of epilepsy onset (yr),age,age,0.999779,3.381583576,0,0,0,0,0,1.083893466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02712161,0,0,1.018372703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age at infection,age,age,0.999998,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124419205,0,1.052999418,0,0,0,0,0,0,0,0,0,0,0,0,0,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022815804,0,0
age at tumor,age,age,0.999992,3.381583576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19791571,0,0,0,1.095173658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gestational age (weeks),age,age,0.998941,3.381583576,0,0,1.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,0,0,1.036535859,0,0,0,0,0,0,0,1.028380634,0,0,1.026194145,0,0,0,0,0,0
age diagnosis,age,age,1,3.381583576,0,1.152198454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,1.046738572,0,0,0,0,1.038443284,0,0,0,0,0,0,0,0,0,0,0,1.026194145,0,0,0,0,0,0,0
age at disease onset,age,age,0.999999,3.381583576,0,0,0,0,0,1.083893466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058823529,0,0,0,0,0,0,0,1.047175306,0,0,0,0,0,1.038443284,0,0,0,0,0,0,1.031011693,0,0,0,0,0,0,0,0,0,0,0,0
